date,game_type,home_team ,score_for,away team,score_against
1997-11-26,regular_season,Boston Celtics,103,Los Angeles Lakers,118
1997-11-26,regular_season,Los Angeles Clippers,99,Sacramento Kings,97
1997-11-26,regular_season,Milwaukee Bucks,101,Vancouver Grizzlies,82
1997-11-26,regular_season,Minnesota Timberwolves,90,Portland Trail Blazers,96
1997-11-26,regular_season,Orlando Magic,60,Miami Heat,84
1997-11-26,regular_season,Philadelphia 76ers,89,Cleveland Cavaliers,95
1997-11-26,regular_season,Phoenix Suns,111,New Jersey Nets,99
1997-11-26,regular_season,San Antonio Spurs,94,Washington Wizards,98
1997-11-26,regular_season,Toronto Raptors,104,Atlanta Hawks,109
1997-11-27,regular_season,Indiana Pacers,106,Vancouver Grizzlies,85
1997-11-28,regular_season,Boston Celtics,108,Phoenix Suns,112
1997-11-28,regular_season,Charlotte Hornets,91,Cleveland Cavaliers,97
1997-11-28,regular_season,Dallas Mavericks,93,Toronto Raptors,91
1997-11-28,regular_season,Denver Nuggets,95,Minnesota Timberwolves,84
1997-11-28,regular_season,Detroit Pistons,86,New York Knicks,78
1997-11-28,regular_season,Indiana Pacers,94,Chicago Bulls,83
1997-11-28,regular_season,Los Angeles Clippers,92,New Jersey Nets,104
1997-11-28,regular_season,Orlando Magic,94,Milwaukee Bucks,90
1997-11-28,regular_season,Philadelphia 76ers,105,Los Angeles Lakers,95
1997-11-28,regular_season,Portland Trail Blazers,89,Houston Rockets,98
1997-11-28,regular_season,Seattle SuperSonics,113,Sacramento Kings,96
1997-11-28,regular_season,Utah Jazz,111,Golden State Warriors,82
1997-11-29,regular_season,Atlanta Hawks,98,Charlotte Hornets,80
1997-11-29,regular_season,Cleveland Cavaliers,103,Boston Celtics,97
1997-11-29,regular_season,Golden State Warriors,100,Houston Rockets,107
1997-11-29,regular_season,Los Angeles Clippers,91,Utah Jazz,94
1997-11-29,regular_season,Miami Heat,87,Milwaukee Bucks,93
1997-11-29,regular_season,Minnesota Timberwolves,106,Vancouver Grizzlies,87
1997-11-29,regular_season,New York Knicks,102,Phoenix Suns,80
1997-11-29,regular_season,San Antonio Spurs,96,Dallas Mavericks,87
1997-11-29,regular_season,Washington Wizards,83,Chicago Bulls,88
1997-11-30,regular_season,Atlanta Hawks,108,San Antonio Spurs,96
1997-11-30,regular_season,Detroit Pistons,95,Vancouver Grizzlies,97
1997-11-30,regular_season,Indiana Pacers,101,Philadelphia 76ers,89
1997-11-30,regular_season,Los Angeles Lakers,105,Toronto Raptors,99
1997-11-30,regular_season,Sacramento Kings,73,New Jersey Nets,87
1997-11-30,regular_season,Seattle SuperSonics,103,Orlando Magic,81
1997-12-01,regular_season,Utah Jazz,100,New Jersey Nets,95
1997-12-02,regular_season,Charlotte Hornets,121,Sacramento Kings,102
1997-12-02,regular_season,Dallas Mavericks,79,Atlanta Hawks,112
1997-12-02,regular_season,Houston Rockets,112,Denver Nuggets,101
1997-12-02,regular_season,Milwaukee Bucks,86,Phoenix Suns,90
1997-12-02,regular_season,Portland Trail Blazers,88,Orlando Magic,89
1997-12-02,regular_season,San Antonio Spurs,90,New York Knicks,84
1997-12-02,regular_season,Washington Wizards,95,Seattle SuperSonics,78
1997-12-03,regular_season,Boston Celtics,87,Chicago Bulls,97
1997-12-03,regular_season,Denver Nuggets,89,Los Angeles Lakers,107
1997-12-03,regular_season,Detroit Pistons,108,Phoenix Suns,103
1997-12-03,regular_season,Golden State Warriors,67,Cleveland Cavaliers,95
1997-12-03,regular_season,Miami Heat,94,Philadelphia 76ers,90
1997-12-03,regular_season,Minnesota Timberwolves,90,Indiana Pacers,94
1997-12-03,regular_season,New Jersey Nets,89,Seattle SuperSonics,93
1997-12-03,regular_season,Utah Jazz,115,Toronto Raptors,98
1997-12-03,regular_season,Vancouver Grizzlies,97,Orlando Magic,101
1997-12-04,regular_season,Dallas Mavericks,105,New York Knicks,91
1997-12-04,regular_season,Houston Rockets,94,Atlanta Hawks,87
1997-12-04,regular_season,Los Angeles Clippers,100,San Antonio Spurs,96
1997-12-04,regular_season,Milwaukee Bucks,102,Charlotte Hornets,92
1997-12-04,regular_season,Washington Wizards,118,Sacramento Kings,96
1997-12-05,regular_season,Chicago Bulls,84,Milwaukee Bucks,62
1997-12-05,regular_season,Denver Nuggets,85,Indiana Pacers,96
1997-12-05,regular_season,Detroit Pistons,89,Seattle SuperSonics,94
1997-12-05,regular_season,Golden State Warriors,104,Orlando Magic,89
1997-12-05,regular_season,Los Angeles Lakers,98,San Antonio Spurs,88
1997-12-05,regular_season,Miami Heat,117,Boston Celtics,97
1997-12-05,regular_season,Minnesota Timberwolves,101,Sacramento Kings,90
1997-12-05,regular_season,New Jersey Nets,107,Philadelphia 76ers,88
1997-12-05,regular_season,Phoenix Suns,110,Toronto Raptors,91
1997-12-05,regular_season,Portland Trail Blazers,94,Utah Jazz,77
1997-12-05,regular_season,Vancouver Grizzlies,98,Cleveland Cavaliers,107
1997-12-06,regular_season,Dallas Mavericks,106,Houston Rockets,108
1997-12-06,regular_season,Los Angeles Clippers,79,Orlando Magic,83
1997-12-06,regular_season,New York Knicks,90,Charlotte Hornets,79
1997-12-06,regular_season,Washington Wizards,114,Minnesota Timberwolves,103
1997-12-07,regular_season,Denver Nuggets,100,Los Angeles Clippers,92
1997-12-07,regular_season,Los Angeles Lakers,84,Cleveland Cavaliers,94
1997-12-07,regular_season,Milwaukee Bucks,97,Seattle SuperSonics,91
1997-12-07,regular_season,Philadelphia 76ers,93,New York Knicks,78
1997-12-07,regular_season,Phoenix Suns,97,Indiana Pacers,99
1997-12-07,regular_season,Sacramento Kings,99,Golden State Warriors,84
1997-12-07,regular_season,Toronto Raptors,83,Detroit Pistons,93
1997-12-08,regular_season,Miami Heat,105,New Jersey Nets,97
1997-12-08,regular_season,Orlando Magic,95,Philadelphia 76ers,86
1997-12-08,regular_season,Portland Trail Blazers,105,Los Angeles Lakers,99
1997-12-08,regular_season,Utah Jazz,106,Indiana Pacers,97
1997-12-09,regular_season,Atlanta Hawks,81,Miami Heat,97
1997-12-09,regular_season,Chicago Bulls,100,New York Knicks,82
1997-12-09,regular_season,Dallas Mavericks,92,Los Angeles Clippers,99
1997-12-09,regular_season,Detroit Pistons,92,Denver Nuggets,83
1997-12-09,regular_season,Houston Rockets,108,San Antonio Spurs,78
1997-12-09,regular_season,Minnesota Timberwolves,99,Seattle SuperSonics,108
1997-12-09,regular_season,Phoenix Suns,107,Vancouver Grizzlies,85
1997-12-09,regular_season,Sacramento Kings,113,Utah Jazz,101
1997-12-09,regular_season,Toronto Raptors,82,Charlotte Hornets,95
1997-12-09,regular_season,Washington Wizards,120,New Jersey Nets,99
1997-12-10,regular_season,Boston Celtics,96,Milwaukee Bucks,91
1997-12-10,regular_season,Charlotte Hornets,104,Washington Wizards,101
1997-12-10,regular_season,Cleveland Cavaliers,102,Denver Nuggets,83
1997-12-10,regular_season,Golden State Warriors,93,Los Angeles Lakers,92
1997-12-10,regular_season,Orlando Magic,106,Chicago Bulls,98
1997-12-10,regular_season,Philadelphia 76ers,97,Toronto Raptors,104
1997-12-10,regular_season,Portland Trail Blazers,93,Indiana Pacers,85
1997-12-10,regular_season,San Antonio Spurs,102,Los Angeles Clippers,87
1997-12-11,regular_season,Dallas Mavericks,90,Orlando Magic,100
1997-12-11,regular_season,Detroit Pistons,103,New Jersey Nets,99
1997-12-11,regular_season,Milwaukee Bucks,77,Cleveland Cavaliers,79
1997-12-11,regular_season,New York Knicks,107,Minnesota Timberwolves,103
1997-12-11,regular_season,Phoenix Suns,94,Atlanta Hawks,78
1997-12-12,regular_season,Boston Celtics,97,Washington Wizards,88
1997-12-12,regular_season,Charlotte Hornets,79,Chicago Bulls,77
1997-12-12,regular_season,Indiana Pacers,104,Miami Heat,89
1997-12-12,regular_season,Los Angeles Clippers,74,Atlanta Hawks,83
1997-12-12,regular_season,Los Angeles Lakers,119,Houston Rockets,102
1997-12-12,regular_season,Philadelphia 76ers,106,Denver Nuggets,91
1997-12-12,regular_season,Seattle SuperSonics,111,Portland Trail Blazers,98
1997-12-12,regular_season,Utah Jazz,68,Dallas Mavericks,66
1997-12-12,regular_season,Vancouver Grizzlies,95,Golden State Warriors,88
1997-12-13,regular_season,Chicago Bulls,97,Toronto Raptors,70
1997-12-13,regular_season,Cleveland Cavaliers,84,Charlotte Hornets,85
1997-12-13,regular_season,Detroit Pistons,93,Boston Celtics,77
1997-12-13,regular_season,Golden State Warriors,95,Sacramento Kings,91
1997-12-13,regular_season,Indiana Pacers,109,Washington Wizards,92
1997-12-13,regular_season,Milwaukee Bucks,84,Miami Heat,87
1997-12-13,regular_season,Minnesota Timberwolves,112,Phoenix Suns,101
1997-12-13,regular_season,New Jersey Nets,133,Denver Nuggets,95
1997-12-13,regular_season,New York Knicks,95,Philadelphia 76ers,83
1997-12-13,regular_season,San Antonio Spurs,107,Orlando Magic,78
1997-12-14,regular_season,Los Angeles Lakers,119,Dallas Mavericks,89
1997-12-14,regular_season,Sacramento Kings,89,Atlanta Hawks,93
1997-12-14,regular_season,Seattle SuperSonics,107,Los Angeles Clippers,101
1997-12-14,regular_season,Vancouver Grizzlies,110,Houston Rockets,105
1997-12-15,regular_season,Boston Celtics,100,Philadelphia 76ers,83
1997-12-15,regular_season,Chicago Bulls,111,Phoenix Suns,104
1997-12-15,regular_season,Portland Trail Blazers,90,Atlanta Hawks,99
1997-12-15,regular_season,Toronto Raptors,101,Indiana Pacers,108
1997-12-15,regular_season,Washington Wizards,88,Utah Jazz,86
1997-12-16,regular_season,Cleveland Cavaliers,103,Phoenix Suns,90
1997-12-16,regular_season,Denver Nuggets,85,San Antonio Spurs,99
1997-12-16,regular_season,Golden State Warriors,103,Dallas Mavericks,92
1997-12-16,regular_season,Houston Rockets,118,Vancouver Grizzlies,91
1997-12-16,regular_season,Los Angeles Clippers,94,Seattle SuperSonics,109
1997-12-16,regular_season,Miami Heat,95,Utah Jazz,103
1997-12-16,regular_season,Minnesota Timberwolves,96,Los Angeles Lakers,109
1997-12-16,regular_season,New York Knicks,83,Detroit Pistons,78
1997-12-16,regular_season,Sacramento Kings,94,Portland Trail Blazers,87
1997-12-17,regular_season,Atlanta Hawks,94,Cleveland Cavaliers,83
1997-12-17,regular_season,Charlotte Hornets,99,Milwaukee Bucks,90
1997-12-17,regular_season,Chicago Bulls,104,Los Angeles Lakers,83
1997-12-17,regular_season,Indiana Pacers,87,New York Knicks,80
1997-12-17,regular_season,New Jersey Nets,105,Detroit Pistons,101
1997-12-17,regular_season,Philadelphia 76ers,90,Minnesota Timberwolves,94
1997-12-17,regular_season,San Antonio Spurs,98,Vancouver Grizzlies,87
1997-12-17,regular_season,Toronto Raptors,83,Boston Celtics,88
1997-12-17,regular_season,Washington Wizards,88,Miami Heat,74
1997-12-18,regular_season,Dallas Mavericks,75,Phoenix Suns,89
1997-12-18,regular_season,Los Angeles Clippers,82,Golden State Warriors,78
1997-12-18,regular_season,Orlando Magic,73,Utah Jazz,85
1997-12-18,regular_season,Seattle SuperSonics,119,Denver Nuggets,106
1997-12-19,regular_season,Atlanta Hawks,96,Los Angeles Lakers,98
1997-12-19,regular_season,Cleveland Cavaliers,77,New York Knicks,104
1997-12-19,regular_season,Houston Rockets,116,Sacramento Kings,98
1997-12-19,regular_season,Indiana Pacers,98,Detroit Pistons,90
1997-12-19,regular_season,Philadelphia 76ers,84,Miami Heat,91
1997-12-19,regular_season,Portland Trail Blazers,96,Vancouver Grizzlies,91
1997-12-19,regular_season,Toronto Raptors,92,Milwaukee Bucks,91
1997-12-19,regular_season,Washington Wizards,106,Charlotte Hornets,86
1997-12-20,regular_season,Charlotte Hornets,100,Los Angeles Lakers,109
1997-12-20,regular_season,Dallas Mavericks,88,Sacramento Kings,89
1997-12-20,regular_season,Denver Nuggets,81,Phoenix Suns,102
1997-12-20,regular_season,Detroit Pistons,115,Philadelphia 76ers,78
1997-12-20,regular_season,Miami Heat,99,Atlanta Hawks,92
1997-12-20,regular_season,Milwaukee Bucks,98,New York Knicks,78
1997-12-20,regular_season,Minnesota Timberwolves,92,Los Angeles Clippers,91
1997-12-20,regular_season,New Jersey Nets,92,Chicago Bulls,100
1997-12-20,regular_season,Orlando Magic,92,Indiana Pacers,95
1997-12-20,regular_season,San Antonio Spurs,100,Houston Rockets,87
1997-12-20,regular_season,Seattle SuperSonics,108,Golden State Warriors,89
1997-12-20,regular_season,Toronto Raptors,92,Washington Wizards,94
1997-12-21,regular_season,Boston Celtics,99,Los Angeles Clippers,77
1997-12-21,regular_season,Cleveland Cavaliers,106,Utah Jazz,101
1997-12-21,regular_season,Vancouver Grizzlies,88,Portland Trail Blazers,86
1997-12-22,regular_season,Atlanta Hawks,99,Utah Jazz,101
1997-12-22,regular_season,Charlotte Hornets,81,Toronto Raptors,79
1997-12-22,regular_season,Houston Rockets,83,Los Angeles Lakers,94
1997-12-22,regular_season,Milwaukee Bucks,79,Washington Wizards,110
1997-12-22,regular_season,New York Knicks,79,Dallas Mavericks,67
1997-12-22,regular_season,Orlando Magic,88,New Jersey Nets,99
1997-12-22,regular_season,Philadelphia 76ers,92,Detroit Pistons,96
1997-12-22,regular_season,Phoenix Suns,91,Golden State Warriors,76
1997-12-22,regular_season,Sacramento Kings,89,Minnesota Timberwolves,79
1997-12-23,regular_season,Boston Celtics,102,Charlotte Hornets,96
1997-12-23,regular_season,Chicago Bulls,94,Los Angeles Clippers,89
1997-12-23,regular_season,Cleveland Cavaliers,99,Dallas Mavericks,85
1997-12-23,regular_season,Golden State Warriors,87,Denver Nuggets,75
1997-12-23,regular_season,Portland Trail Blazers,93,Sacramento Kings,82
1997-12-23,regular_season,San Antonio Spurs,91,Indiana Pacers,79
1997-12-23,regular_season,Seattle SuperSonics,103,Minnesota Timberwolves,112
1997-12-25,regular_season,Chicago Bulls,90,Miami Heat,80
1997-12-25,regular_season,Utah Jazz,107,Houston Rockets,103
1997-12-26,regular_season,Charlotte Hornets,96,Cleveland Cavaliers,88
1997-12-26,regular_season,Dallas Mavericks,95,Washington Wizards,97
1997-12-26,regular_season,Denver Nuggets,69,Golden State Warriors,81
1997-12-26,regular_season,Detroit Pistons,74,Miami Heat,88
1997-12-26,regular_season,Indiana Pacers,107,Orlando Magic,81
1997-12-26,regular_season,Los Angeles Lakers,118,Los Angeles Clippers,114
1997-12-26,regular_season,Milwaukee Bucks,99,Atlanta Hawks,94
1997-12-26,regular_season,Minnesota Timberwolves,116,New Jersey Nets,96
1997-12-26,regular_season,Sacramento Kings,95,Seattle SuperSonics,111
1997-12-26,regular_season,San Antonio Spurs,101,Boston Celtics,86
1997-12-26,regular_season,Vancouver Grizzlies,100,Phoenix Suns,118
1997-12-27,regular_season,Chicago Bulls,97,Atlanta Hawks,90
1997-12-27,regular_season,Golden State Warriors,78,Philadelphia 76ers,85
1997-12-27,regular_season,Houston Rockets,111,Washington Wizards,101
1997-12-27,regular_season,Los Angeles Clippers,105,Denver Nuggets,103
1997-12-27,regular_season,New Jersey Nets,112,Milwaukee Bucks,104
1997-12-27,regular_season,New York Knicks,94,Toronto Raptors,97
1997-12-27,regular_season,Orlando Magic,96,Charlotte Hornets,87
1997-12-27,regular_season,Utah Jazz,91,Portland Trail Blazers,102
1997-12-28,regular_season,Detroit Pistons,89,Minnesota Timberwolves,93
1997-12-28,regular_season,Los Angeles Lakers,102,Boston Celtics,108
1997-12-28,regular_season,Miami Heat,101,Indiana Pacers,90
1997-12-28,regular_season,Phoenix Suns,97,Seattle SuperSonics,106
1997-12-28,regular_season,Portland Trail Blazers,82,San Antonio Spurs,79
1997-12-28,regular_season,Sacramento Kings,92,Philadelphia 76ers,90
1997-12-28,regular_season,Vancouver Grizzlies,88,Utah Jazz,89
1997-12-29,regular_season,Chicago Bulls,111,Dallas Mavericks,105
1997-12-29,regular_season,Houston Rockets,101,Charlotte Hornets,120
1997-12-29,regular_season,New Jersey Nets,99,Washington Wizards,91
1997-12-30,regular_season,Cleveland Cavaliers,78,Miami Heat,90
1997-12-30,regular_season,Denver Nuggets,99,Utah Jazz,132
1997-12-30,regular_season,Detroit Pistons,100,Toronto Raptors,95
1997-12-30,regular_season,Golden State Warriors,87,Seattle SuperSonics,101
1997-12-30,regular_season,Indiana Pacers,109,New Jersey Nets,91
1997-12-30,regular_season,Los Angeles Lakers,93,Sacramento Kings,80
1997-12-30,regular_season,Milwaukee Bucks,105,Dallas Mavericks,98
1997-12-30,regular_season,Minnesota Timberwolves,99,Chicago Bulls,95
1997-12-30,regular_season,Orlando Magic,79,New York Knicks,84
1997-12-30,regular_season,Phoenix Suns,100,Boston Celtics,90
1997-12-30,regular_season,Portland Trail Blazers,96,Philadelphia 76ers,86
1997-12-30,regular_season,Vancouver Grizzlies,115,San Antonio Spurs,124
1997-12-31,regular_season,Washington Wizards,118,Toronto Raptors,91
1998-01-01,regular_season,Vancouver Grizzlies,104,Philadelphia 76ers,115
1998-01-02,regular_season,Boston Celtics,93,Minnesota Timberwolves,89
1998-01-02,regular_season,Charlotte Hornets,99,Miami Heat,88
1998-01-02,regular_season,Chicago Bulls,114,Milwaukee Bucks,100
1998-01-02,regular_season,Denver Nuggets,115,Houston Rockets,116
1998-01-02,regular_season,Golden State Warriors,79,Los Angeles Clippers,94
1998-01-02,regular_season,Los Angeles Lakers,116,Atlanta Hawks,106
1998-01-02,regular_season,New Jersey Nets,103,New York Knicks,98
1998-01-02,regular_season,Orlando Magic,71,Cleveland Cavaliers,81
1998-01-02,regular_season,Phoenix Suns,92,Dallas Mavericks,85
1998-01-02,regular_season,Sacramento Kings,94,Vancouver Grizzlies,80
1998-01-02,regular_season,San Antonio Spurs,85,Portland Trail Blazers,69
1998-01-02,regular_season,Seattle SuperSonics,90,Philadelphia 76ers,73
1998-01-02,regular_season,Toronto Raptors,88,Detroit Pistons,91
1998-01-02,regular_season,Washington Wizards,81,Indiana Pacers,99
1998-01-03,regular_season,Cleveland Cavaliers,95,New Jersey Nets,81
1998-01-03,regular_season,Detroit Pistons,96,Chicago Bulls,105
1998-01-03,regular_season,Houston Rockets,95,Portland Trail Blazers,97
1998-01-03,regular_season,Indiana Pacers,89,Toronto Raptors,77
1998-01-03,regular_season,Los Angeles Clippers,97,Dallas Mavericks,88
1998-01-03,regular_season,Miami Heat,77,San Antonio Spurs,84
1998-01-03,regular_season,Milwaukee Bucks,99,Boston Celtics,106
1998-01-03,regular_season,Minnesota Timberwolves,109,Denver Nuggets,87
1998-01-03,regular_season,New York Knicks,88,Orlando Magic,84
1998-01-03,regular_season,Utah Jazz,97,Atlanta Hawks,82
1998-01-04,regular_season,Los Angeles Lakers,107,Philadelphia 76ers,113
1998-01-04,regular_season,Sacramento Kings,106,Charlotte Hornets,90
1998-01-04,regular_season,Vancouver Grizzlies,108,Seattle SuperSonics,120
1998-01-04,regular_season,Washington Wizards,109,Phoenix Suns,99
1998-01-05,regular_season,New York Knicks,106,Washington Wizards,113
1998-01-05,regular_season,Orlando Magic,69,San Antonio Spurs,74
1998-01-05,regular_season,Portland Trail Blazers,92,Milwaukee Bucks,98
1998-01-05,regular_season,Toronto Raptors,96,Houston Rockets,120
