date,game_type,home_team ,score_for,away team,score_against
1974-02-13,regular_season,New York Knicks,89,Chicago Bulls,80
1974-02-13,regular_season,Philadelphia 76ers,106,Buffalo Braves,129
1974-02-13,regular_season,Seattle SuperSonics,118,Boston Celtics,100
1974-02-14,regular_season,Detroit Pistons,99,Milwaukee Bucks,102
1974-02-14,regular_season,Golden State Warriors,121,Atlanta Hawks,105
1974-02-14,regular_season,Phoenix Suns,107,Houston Rockets,99
1974-02-15,regular_season,Buffalo Braves,118,Detroit Pistons,116
1974-02-15,regular_season,Los Angeles Lakers,112,Seattle SuperSonics,96
1974-02-15,regular_season,Milwaukee Bucks,90,Chicago Bulls,92
1974-02-15,regular_season,Philadelphia 76ers,92,Kansas City-Omaha Kings,89
1974-02-15,regular_season,Portland Trail Blazers,104,Boston Celtics,106
1974-02-16,regular_season,Capital Bullets,101,Buffalo Braves,92
1974-02-16,regular_season,New York Knicks,117,Golden State Warriors,107
1974-02-16,regular_season,Phoenix Suns,124,Atlanta Hawks,123
1974-02-16,regular_season,Portland Trail Blazers,101,Cleveland Cavaliers,106
1974-02-17,regular_season,Capital Bullets,99,Boston Celtics,95
1974-02-17,regular_season,Chicago Bulls,105,Golden State Warriors,108
1974-02-17,regular_season,Houston Rockets,118,Buffalo Braves,135
1974-02-17,regular_season,Los Angeles Lakers,110,Atlanta Hawks,113
1974-02-17,regular_season,Milwaukee Bucks,97,New York Knicks,86
1974-02-17,regular_season,Philadelphia 76ers,107,Detroit Pistons,118
1974-02-17,regular_season,Phoenix Suns,112,Portland Trail Blazers,100
1974-02-17,regular_season,Seattle SuperSonics,106,Cleveland Cavaliers,97
1974-02-19,regular_season,Boston Celtics,107,Detroit Pistons,97
1974-02-19,regular_season,Buffalo Braves,145,Milwaukee Bucks,109
1974-02-19,regular_season,Chicago Bulls,130,Phoenix Suns,96
1974-02-19,regular_season,Cleveland Cavaliers,98,Golden State Warriors,104
1974-02-19,regular_season,Kansas City-Omaha Kings,92,Los Angeles Lakers,86
1974-02-19,regular_season,New York Knicks,119,Portland Trail Blazers,116
1974-02-20,regular_season,Atlanta Hawks,94,Milwaukee Bucks,110
1974-02-20,regular_season,Capital Bullets,116,Portland Trail Blazers,101
1974-02-20,regular_season,Detroit Pistons,112,Los Angeles Lakers,110
1974-02-20,regular_season,Houston Rockets,115,Philadelphia 76ers,98
1974-02-20,regular_season,Kansas City-Omaha Kings,116,Golden State Warriors,97
1974-02-21,regular_season,Buffalo Braves,119,New York Knicks,97
1974-02-21,regular_season,Cleveland Cavaliers,103,Golden State Warriors,122
1974-02-22,regular_season,Buffalo Braves,109,Boston Celtics,116
1974-02-22,regular_season,Chicago Bulls,117,Portland Trail Blazers,100
1974-02-22,regular_season,Cleveland Cavaliers,110,New York Knicks,117
1974-02-22,regular_season,Detroit Pistons,84,Capital Bullets,83
1974-02-22,regular_season,Houston Rockets,113,Milwaukee Bucks,122
1974-02-22,regular_season,Kansas City-Omaha Kings,119,Phoenix Suns,104
1974-02-22,regular_season,Los Angeles Lakers,104,Philadelphia 76ers,103
1974-02-23,regular_season,Capital Bullets,101,Cleveland Cavaliers,104
1974-02-23,regular_season,Detroit Pistons,119,Phoenix Suns,107
1974-02-23,regular_season,Golden State Warriors,125,Philadelphia 76ers,106
1974-02-23,regular_season,New York Knicks,98,Atlanta Hawks,90
1974-02-23,regular_season,Seattle SuperSonics,116,Los Angeles Lakers,118
1974-02-24,regular_season,Atlanta Hawks,96,Boston Celtics,111
1974-02-24,regular_season,Capital Bullets,94,Detroit Pistons,84
1974-02-24,regular_season,Cleveland Cavaliers,101,Phoenix Suns,97
1974-02-24,regular_season,Houston Rockets,133,Portland Trail Blazers,115
1974-02-24,regular_season,Kansas City-Omaha Kings,93,Milwaukee Bucks,100
1974-02-24,regular_season,Los Angeles Lakers,100,Chicago Bulls,90
1974-02-24,regular_season,Seattle SuperSonics,115,Philadelphia 76ers,105
1974-02-26,regular_season,Buffalo Braves,112,Los Angeles Lakers,119
1974-02-26,regular_season,Detroit Pistons,83,Boston Celtics,86
1974-02-26,regular_season,Golden State Warriors,120,Phoenix Suns,100
1974-02-26,regular_season,Houston Rockets,118,Kansas City-Omaha Kings,101
1974-02-26,regular_season,New York Knicks,85,Capital Bullets,71
1974-02-26,regular_season,Portland Trail Blazers,110,Philadelphia 76ers,118
1974-02-27,regular_season,Atlanta Hawks,76,Kansas City-Omaha Kings,85
1974-02-27,regular_season,Boston Celtics,104,Buffalo Braves,122
1974-02-27,regular_season,Capital Bullets,104,Seattle SuperSonics,100
1974-02-27,regular_season,Milwaukee Bucks,108,Los Angeles Lakers,110
1974-02-27,regular_season,Phoenix Suns,95,Chicago Bulls,107
1974-02-28,regular_season,Golden State Warriors,129,Portland Trail Blazers,109
1974-02-28,regular_season,Milwaukee Bucks,113,Detroit Pistons,90
1974-03-01,regular_season,Atlanta Hawks,105,Milwaukee Bucks,89
1974-03-01,regular_season,Buffalo Braves,110,Boston Celtics,94
1974-03-01,regular_season,Capital Bullets,103,New York Knicks,112
1974-03-01,regular_season,Detroit Pistons,103,Seattle SuperSonics,105
1974-03-01,regular_season,Houston Rockets,117,Phoenix Suns,111
1974-03-01,regular_season,Los Angeles Lakers,107,Kansas City-Omaha Kings,100
1974-03-01,regular_season,Philadelphia 76ers,93,Cleveland Cavaliers,110
1974-03-01,regular_season,Portland Trail Blazers,95,Chicago Bulls,91
1974-03-02,regular_season,Atlanta Hawks,129,Houston Rockets,122
1974-03-02,regular_season,Golden State Warriors,103,Chicago Bulls,88
1974-03-02,regular_season,Milwaukee Bucks,116,Seattle SuperSonics,99
1974-03-02,regular_season,New York Knicks,88,Boston Celtics,104
1974-03-02,regular_season,Philadelphia 76ers,99,Buffalo Braves,103
1974-03-03,regular_season,Boston Celtics,102,New York Knicks,108
1974-03-03,regular_season,Capital Bullets,98,Cleveland Cavaliers,93
1974-03-03,regular_season,Houston Rockets,106,Milwaukee Bucks,112
1974-03-03,regular_season,Los Angeles Lakers,108,Golden State Warriors,104
1974-03-03,regular_season,Phoenix Suns,113,Kansas City-Omaha Kings,100
1974-03-03,regular_season,Portland Trail Blazers,95,Detroit Pistons,99
1974-03-04,regular_season,Milwaukee Bucks,109,Kansas City-Omaha Kings,103
1974-03-05,regular_season,Capital Bullets,103,Atlanta Hawks,89
1974-03-05,regular_season,Golden State Warriors,93,Detroit Pistons,95
1974-03-05,regular_season,New York Knicks,111,Seattle SuperSonics,106
1974-03-05,regular_season,Phoenix Suns,91,Chicago Bulls,111
1974-03-05,regular_season,Portland Trail Blazers,107,Los Angeles Lakers,102
1974-03-06,regular_season,Atlanta Hawks,94,New York Knicks,96
1974-03-06,regular_season,Houston Rockets,93,Chicago Bulls,105
1974-03-06,regular_season,Kansas City-Omaha Kings,99,Milwaukee Bucks,111
1974-03-06,regular_season,Los Angeles Lakers,116,Boston Celtics,111
1974-03-06,regular_season,Philadelphia 76ers,112,Capital Bullets,99
1974-03-07,regular_season,Milwaukee Bucks,95,Golden State Warriors,97
1974-03-07,regular_season,Phoenix Suns,97,Boston Celtics,99
1974-03-08,regular_season,Buffalo Braves,117,Seattle SuperSonics,123
1974-03-08,regular_season,Houston Rockets,113,Boston Celtics,106
1974-03-08,regular_season,Los Angeles Lakers,129,Detroit Pistons,113
1974-03-08,regular_season,Philadelphia 76ers,96,Golden State Warriors,106
1974-03-09,regular_season,Atlanta Hawks,106,Chicago Bulls,99
1974-03-09,regular_season,Capital Bullets,106,Portland Trail Blazers,103
1974-03-09,regular_season,Kansas City-Omaha Kings,106,Seattle SuperSonics,96
1974-03-09,regular_season,New York Knicks,88,Milwaukee Bucks,75
1974-03-09,regular_season,Phoenix Suns,109,Cleveland Cavaliers,100
1974-03-10,regular_season,Atlanta Hawks,111,Detroit Pistons,116
1974-03-10,regular_season,Boston Celtics,94,Los Angeles Lakers,82
1974-03-10,regular_season,Buffalo Braves,122,Portland Trail Blazers,112
1974-03-10,regular_season,Capital Bullets,117,Golden State Warriors,107
1974-03-10,regular_season,Houston Rockets,113,Cleveland Cavaliers,108
1974-03-10,regular_season,Philadelphia 76ers,109,New York Knicks,108
1974-03-11,regular_season,Detroit Pistons,108,Golden State Warriors,120
1974-03-11,regular_season,Milwaukee Bucks,105,Phoenix Suns,92
1974-03-12,regular_season,Boston Celtics,110,Portland Trail Blazers,93
1974-03-12,regular_season,Buffalo Braves,124,Phoenix Suns,94
1974-03-12,regular_season,Capital Bullets,112,Philadelphia 76ers,101
1974-03-12,regular_season,Chicago Bulls,91,Kansas City-Omaha Kings,93
1974-03-12,regular_season,Cleveland Cavaliers,95,Atlanta Hawks,84
1974-03-12,regular_season,Detroit Pistons,113,Golden State Warriors,108
1974-03-12,regular_season,New York Knicks,102,Los Angeles Lakers,109
1974-03-13,regular_season,Boston Celtics,104,Phoenix Suns,97
1974-03-13,regular_season,Houston Rockets,117,Capital Bullets,93
1974-03-13,regular_season,Philadelphia 76ers,100,Los Angeles Lakers,121
1974-03-14,regular_season,Golden State Warriors,95,New York Knicks,107
1974-03-15,regular_season,Chicago Bulls,114,Buffalo Braves,97
1974-03-15,regular_season,Cleveland Cavaliers,104,Boston Celtics,103
1974-03-15,regular_season,Detroit Pistons,93,Milwaukee Bucks,89
1974-03-15,regular_season,Houston Rockets,114,Capital Bullets,105
1974-03-15,regular_season,Los Angeles Lakers,107,Golden State Warriors,112
1974-03-15,regular_season,Philadelphia 76ers,108,Phoenix Suns,101
1974-03-15,regular_season,Portland Trail Blazers,107,New York Knicks,105
1974-03-15,regular_season,Seattle SuperSonics,107,Atlanta Hawks,126
1974-03-16,regular_season,Buffalo Braves,114,Cleveland Cavaliers,105
1974-03-16,regular_season,Golden State Warriors,135,Los Angeles Lakers,105
1974-03-16,regular_season,Philadelphia 76ers,127,Boston Celtics,146
1974-03-16,regular_season,Portland Trail Blazers,128,Atlanta Hawks,127
1974-03-17,regular_season,Boston Celtics,129,Capital Bullets,103
1974-03-17,regular_season,Chicago Bulls,82,Milwaukee Bucks,107
1974-03-17,regular_season,Cleveland Cavaliers,115,Philadelphia 76ers,99
1974-03-17,regular_season,Detroit Pistons,116,Buffalo Braves,109
1974-03-17,regular_season,Kansas City-Omaha Kings,125,Houston Rockets,114
1974-03-17,regular_season,Los Angeles Lakers,126,New York Knicks,114
1974-03-17,regular_season,Seattle SuperSonics,108,Phoenix Suns,133
1974-03-18,regular_season,Kansas City-Omaha Kings,114,Portland Trail Blazers,105
1974-03-19,regular_season,Chicago Bulls,103,Philadelphia 76ers,94
1974-03-19,regular_season,Cleveland Cavaliers,107,Portland Trail Blazers,103
1974-03-19,regular_season,Golden State Warriors,100,Milwaukee Bucks,111
1974-03-19,regular_season,Houston Rockets,107,Boston Celtics,110
1974-03-20,regular_season,Atlanta Hawks,99,Boston Celtics,89
1974-03-20,regular_season,Capital Bullets,101,Cleveland Cavaliers,91
1974-03-20,regular_season,Detroit Pistons,103,Houston Rockets,99
1974-03-20,regular_season,Kansas City-Omaha Kings,86,Chicago Bulls,87
1974-03-20,regular_season,Los Angeles Lakers,120,Milwaukee Bucks,114
1974-03-20,regular_season,Philadelphia 76ers,106,Portland Trail Blazers,113
1974-03-20,regular_season,Phoenix Suns,104,New York Knicks,106
1974-03-20,regular_season,Seattle SuperSonics,110,Golden State Warriors,107
1974-03-21,regular_season,Golden State Warriors,102,Buffalo Braves,115
1974-03-22,regular_season,Boston Celtics,126,Portland Trail Blazers,118
1974-03-22,regular_season,Capital Bullets,109,Houston Rockets,95
1974-03-22,regular_season,Kansas City-Omaha Kings,107,Detroit Pistons,105
1974-03-22,regular_season,Los Angeles Lakers,99,Chicago Bulls,93
1974-03-22,regular_season,Philadelphia 76ers,106,Atlanta Hawks,107
1974-03-22,regular_season,Phoenix Suns,126,Buffalo Braves,119
1974-03-22,regular_season,Seattle SuperSonics,101,Milwaukee Bucks,106
1974-03-23,regular_season,Atlanta Hawks,119,Capital Bullets,108
1974-03-23,regular_season,Boston Celtics,108,Houston Rockets,105
1974-03-23,regular_season,Detroit Pistons,89,Philadelphia 76ers,97
1974-03-23,regular_season,Golden State Warriors,137,Seattle SuperSonics,139
1974-03-23,regular_season,New York Knicks,106,Kansas City-Omaha Kings,107
1974-03-24,regular_season,Boston Celtics,109,Houston Rockets,106
1974-03-24,regular_season,Capital Bullets,120,Atlanta Hawks,92
1974-03-24,regular_season,Cleveland Cavaliers,114,New York Knicks,92
1974-03-24,regular_season,Los Angeles Lakers,150,Buffalo Braves,124
1974-03-24,regular_season,Phoenix Suns,134,Golden State Warriors,121
1974-03-24,regular_season,Portland Trail Blazers,110,Milwaukee Bucks,120
1974-03-24,regular_season,Seattle SuperSonics,113,Chicago Bulls,122
1974-03-26,regular_season,Capital Bullets,126,Boston Celtics,108
1974-03-26,regular_season,Chicago Bulls,104,Cleveland Cavaliers,98
1974-03-26,regular_season,Detroit Pistons,109,Atlanta Hawks,108
1974-03-26,regular_season,Golden State Warriors,143,Portland Trail Blazers,120
1974-03-26,regular_season,Houston Rockets,119,Buffalo Braves,96
1974-03-26,regular_season,Los Angeles Lakers,115,Seattle SuperSonics,121
1974-03-26,regular_season,Milwaukee Bucks,118,Kansas City-Omaha Kings,98
1974-03-26,regular_season,New York Knicks,117,Philadelphia 76ers,90
1974-03-27,regular_season,Philadelphia 76ers,117,Boston Celtics,108
1974-03-27,regular_season,Portland Trail Blazers,132,Golden State Warriors,122
1974-03-27,regular_season,Seattle SuperSonics,127,Phoenix Suns,123
1974-03-29,playoffs,Milwaukee Bucks,99,Los Angeles Lakers,95
1974-03-29,playoffs,New York Knicks,102,Capital Bullets,91
1974-03-30,playoffs,Boston Celtics,107,Buffalo Braves,97
1974-03-30,playoffs,Chicago Bulls,88,Detroit Pistons,97
1974-03-31,playoffs,Capital Bullets,99,New York Knicks,87
1974-03-31,playoffs,Milwaukee Bucks,109,Los Angeles Lakers,90
1974-04-01,playoffs,Detroit Pistons,103,Chicago Bulls,108
1974-04-02,playoffs,Buffalo Braves,115,Boston Celtics,105
1974-04-02,playoffs,Los Angeles Lakers,98,Milwaukee Bucks,96
1974-04-02,playoffs,New York Knicks,79,Capital Bullets,88
1974-04-03,playoffs,Boston Celtics,120,Buffalo Braves,107
1974-04-04,playoffs,Los Angeles Lakers,90,Milwaukee Bucks,112
1974-04-05,playoffs,Capital Bullets,93,New York Knicks,101
1974-04-05,playoffs,Chicago Bulls,84,Detroit Pistons,83
1974-04-06,playoffs,Buffalo Braves,104,Boston Celtics,102
1974-04-07,playoffs,Detroit Pistons,102,Chicago Bulls,87
1974-04-07,playoffs,Milwaukee Bucks,114,Los Angeles Lakers,92
1974-04-07,playoffs,New York Knicks,106,Capital Bullets,105
1974-04-09,playoffs,Boston Celtics,100,Buffalo Braves,97
1974-04-09,playoffs,Chicago Bulls,98,Detroit Pistons,94
1974-04-10,playoffs,Capital Bullets,109,New York Knicks,92
1974-04-11,playoffs,Detroit Pistons,92,Chicago Bulls,88
1974-04-12,playoffs,Buffalo Braves,104,Boston Celtics,106
1974-04-12,playoffs,New York Knicks,91,Capital Bullets,81
1974-04-13,playoffs,Chicago Bulls,96,Detroit Pistons,94
1974-04-14,playoffs,Boston Celtics,113,New York Knicks,88
1974-04-16,playoffs,Milwaukee Bucks,101,Chicago Bulls,85
1974-04-16,playoffs,New York Knicks,99,Boston Celtics,111
1974-04-18,playoffs,Chicago Bulls,111,Milwaukee Bucks,113
1974-04-19,playoffs,Boston Celtics,100,New York Knicks,103
1974-04-20,playoffs,Milwaukee Bucks,113,Chicago Bulls,90
1974-04-21,playoffs,New York Knicks,91,Boston Celtics,98
1974-04-22,playoffs,Chicago Bulls,99,Milwaukee Bucks,115
1974-04-24,playoffs,Boston Celtics,105,New York Knicks,94
1974-04-28,playoffs,Milwaukee Bucks,83,Boston Celtics,98
1974-04-30,playoffs,Milwaukee Bucks,105,Boston Celtics,96
1974-05-03,playoffs,Boston Celtics,95,Milwaukee Bucks,83
1974-05-05,playoffs,Boston Celtics,89,Milwaukee Bucks,97
1974-05-07,playoffs,Milwaukee Bucks,87,Boston Celtics,96
1974-05-10,playoffs,Boston Celtics,101,Milwaukee Bucks,102
1974-05-12,playoffs,Milwaukee Bucks,87,Boston Celtics,102
1974-10-17,regular_season,New York Knicks,89,New Orleans Jazz,74
1974-10-17,regular_season,Phoenix Suns,114,Seattle SuperSonics,97
1974-10-18,regular_season,Boston Celtics,119,Buffalo Braves,126
1974-10-18,regular_season,Chicago Bulls,120,Atlanta Hawks,115
1974-10-18,regular_season,Los Angeles Lakers,105,Golden State Warriors,90
1974-10-18,regular_season,Milwaukee Bucks,101,Houston Rockets,106
1974-10-18,regular_season,Philadelphia 76ers,112,New Orleans Jazz,99
1974-10-18,regular_season,Portland Trail Blazers,131,Cleveland Cavaliers,129
1974-10-18,regular_season,Seattle SuperSonics,95,Detroit Pistons,100
1974-10-19,regular_season,Atlanta Hawks,118,Houston Rockets,112
1974-10-19,regular_season,Buffalo Braves,95,Boston Celtics,113
1974-10-19,regular_season,Chicago Bulls,87,Milwaukee Bucks,70
1974-10-19,regular_season,Golden State Warriors,113,Cleveland Cavaliers,110
1974-10-19,regular_season,New York Knicks,86,Philadelphia 76ers,99
1974-10-19,regular_season,Phoenix Suns,91,Kansas City-Omaha Kings,94
1974-10-19,regular_season,Portland Trail Blazers,99,Detroit Pistons,122
1974-10-19,regular_season,Washington Bullets,110,New Orleans Jazz,92
1974-10-20,regular_season,Los Angeles Lakers,95,Kansas City-Omaha Kings,105
1974-10-20,regular_season,Seattle SuperSonics,100,Cleveland Cavaliers,93
1974-10-22,regular_season,Atlanta Hawks,125,Philadelphia 76ers,92
1974-10-22,regular_season,Buffalo Braves,134,New Orleans Jazz,118
1974-10-22,regular_season,Golden State Warriors,106,Portland Trail Blazers,107
1974-10-22,regular_season,Kansas City-Omaha Kings,121,Washington Bullets,123
1974-10-22,regular_season,Milwaukee Bucks,92,Chicago Bulls,90
1974-10-22,regular_season,New York Knicks,110,Houston Rockets,100
1974-10-23,regular_season,Boston Celtics,107,Cleveland Cavaliers,108
1974-10-23,regular_season,Kansas City-Omaha Kings,99,Chicago Bulls,98
1974-10-23,regular_season,Phoenix Suns,100,Detroit Pistons,90
1974-10-23,regular_season,Seattle SuperSonics,107,Portland Trail Blazers,97
1974-10-23,regular_season,Washington Bullets,99,Houston Rockets,95
1974-10-24,regular_season,Atlanta Hawks,97,Cleveland Cavaliers,116
1974-10-24,regular_season,Buffalo Braves,111,New York Knicks,91
1974-10-24,regular_season,New Orleans Jazz,89,Philadelphia 76ers,102
1974-10-25,regular_season,Boston Celtics,116,Atlanta Hawks,109
1974-10-25,regular_season,Chicago Bulls,91,Kansas City-Omaha Kings,112
1974-10-25,regular_season,Houston Rockets,110,Philadelphia 76ers,86
1974-10-25,regular_season,Los Angeles Lakers,107,Detroit Pistons,110
1974-10-25,regular_season,Milwaukee Bucks,96,Washington Bullets,111
1974-10-25,regular_season,Portland Trail Blazers,97,Golden State Warriors,99
1974-10-25,regular_season,Seattle SuperSonics,106,Phoenix Suns,97
1974-10-26,regular_season,Buffalo Braves,105,Chicago Bulls,104
1974-10-26,regular_season,Golden State Warriors,105,Detroit Pistons,104
1974-10-26,regular_season,New Orleans Jazz,88,Cleveland Cavaliers,90
1974-10-26,regular_season,New York Knicks,97,Boston Celtics,86
1974-10-26,regular_season,Washington Bullets,101,Milwaukee Bucks,95
1974-10-27,regular_season,Los Angeles Lakers,123,Phoenix Suns,116
1974-10-27,regular_season,Portland Trail Blazers,120,Seattle SuperSonics,94
1974-10-29,regular_season,Chicago Bulls,80,Washington Bullets,96
1974-10-29,regular_season,Cleveland Cavaliers,92,Boston Celtics,107
1974-10-29,regular_season,Golden State Warriors,130,Buffalo Braves,101
1974-10-29,regular_season,Portland Trail Blazers,102,Los Angeles Lakers,105
1974-10-30,regular_season,Boston Celtics,104,Chicago Bulls,105
1974-10-30,regular_season,Detroit Pistons,96,Atlanta Hawks,104
1974-10-30,regular_season,Kansas City-Omaha Kings,99,Milwaukee Bucks,97
1974-10-30,regular_season,New Orleans Jazz,100,Houston Rockets,113
1974-10-30,regular_season,Philadelphia 76ers,99,Phoenix Suns,104
1974-10-30,regular_season,Seattle SuperSonics,117,Los Angeles Lakers,97
1974-10-30,regular_season,Washington Bullets,94,New York Knicks,86
1974-10-31,regular_season,Cleveland Cavaliers,118,Detroit Pistons,101
1974-10-31,regular_season,Houston Rockets,95,Washington Bullets,92
1974-10-31,regular_season,New York Knicks,93,Atlanta Hawks,90
1974-11-01,regular_season,Boston Celtics,114,Philadelphia 76ers,98
1974-11-01,regular_season,Detroit Pistons,103,New Orleans Jazz,93
1974-11-01,regular_season,Los Angeles Lakers,109,Milwaukee Bucks,86
1974-11-01,regular_season,Portland Trail Blazers,113,Buffalo Braves,106
1974-11-01,regular_season,Seattle SuperSonics,88,Golden State Warriors,99
1974-11-02,regular_season,Atlanta Hawks,125,Boston Celtics,126
1974-11-02,regular_season,Golden State Warriors,99,Milwaukee Bucks,90
1974-11-02,regular_season,Houston Rockets,120,Kansas City-Omaha Kings,97
1974-11-02,regular_season,New York Knicks,90,Chicago Bulls,95
1974-11-02,regular_season,Philadelphia 76ers,94,Detroit Pistons,100
1974-11-02,regular_season,Washington Bullets,108,Phoenix Suns,94
1974-11-03,regular_season,Cleveland Cavaliers,104,Phoenix Suns,101
1974-11-03,regular_season,Kansas City-Omaha Kings,79,Chicago Bulls,86
1974-11-03,regular_season,Los Angeles Lakers,101,Buffalo Braves,124
1974-11-03,regular_season,Portland Trail Blazers,100,Golden State Warriors,109
1974-11-03,regular_season,Seattle SuperSonics,101,Milwaukee Bucks,89
1974-11-05,regular_season,Houston Rockets,93,New York Knicks,106
1974-11-05,regular_season,Kansas City-Omaha Kings,115,New Orleans Jazz,97
1974-11-06,regular_season,Boston Celtics,128,Portland Trail Blazers,110
1974-11-06,regular_season,Detroit Pistons,118,Kansas City-Omaha Kings,104
1974-11-06,regular_season,New Orleans Jazz,98,Buffalo Braves,110
1974-11-06,regular_season,Philadelphia 76ers,105,Chicago Bulls,90
1974-11-06,regular_season,Washington Bullets,99,Cleveland Cavaliers,107
1974-11-07,regular_season,Atlanta Hawks,109,Phoenix Suns,108
1974-11-07,regular_season,Golden State Warriors,93,Seattle SuperSonics,104
1974-11-07,regular_season,Houston Rockets,103,Milwaukee Bucks,93
1974-11-08,regular_season,Boston Celtics,104,Detroit Pistons,105
1974-11-08,regular_season,Los Angeles Lakers,105,New York Knicks,117
1974-11-08,regular_season,New Orleans Jazz,102,Phoenix Suns,105
1974-11-08,regular_season,Philadelphia 76ers,105,Portland Trail Blazers,89
1974-11-09,regular_season,Atlanta Hawks,115,Portland Trail Blazers,119
1974-11-09,regular_season,Buffalo Braves,109,Detroit Pistons,100
1974-11-09,regular_season,Golden State Warriors,97,New York Knicks,93
1974-11-09,regular_season,Houston Rockets,96,Phoenix Suns,101
1974-11-09,regular_season,Washington Bullets,96,Chicago Bulls,89
1974-11-10,regular_season,Detroit Pistons,117,Buffalo Braves,124
1974-11-10,regular_season,Kansas City-Omaha Kings,99,Boston Celtics,102
1974-11-10,regular_season,Los Angeles Lakers,103,Golden State Warriors,106
1974-11-10,regular_season,Milwaukee Bucks,94,Atlanta Hawks,99
1974-11-10,regular_season,New Orleans Jazz,102,Portland Trail Blazers,101
1974-11-10,regular_season,Seattle SuperSonics,109,Philadelphia 76ers,95
1974-11-12,regular_season,Buffalo Braves,112,Cleveland Cavaliers,94
1974-11-12,regular_season,Golden State Warriors,128,Atlanta Hawks,111
1974-11-12,regular_season,Kansas City-Omaha Kings,99,Houston Rockets,103
1974-11-12,regular_season,Milwaukee Bucks,83,Boston Celtics,91
1974-11-12,regular_season,New Orleans Jazz,79,Chicago Bulls,88
1974-11-12,regular_season,Portland Trail Blazers,105,New York Knicks,103
1974-11-13,regular_season,Detroit Pistons,98,Milwaukee Bucks,91
1974-11-13,regular_season,Phoenix Suns,105,Philadelphia 76ers,100
1974-11-13,regular_season,Seattle SuperSonics,108,Los Angeles Lakers,103
1974-11-13,regular_season,Washington Bullets,118,Kansas City-Omaha Kings,81
1974-11-14,regular_season,Boston Celtics,100,Buffalo Braves,112
1974-11-14,regular_season,Houston Rockets,105,Chicago Bulls,96
1974-11-14,regular_season,New York Knicks,94,Cleveland Cavaliers,89
1974-11-14,regular_season,Portland Trail Blazers,104,Atlanta Hawks,92
1974-11-15,regular_season,Boston Celtics,109,Kansas City-Omaha Kings,110
1974-11-15,regular_season,Detroit Pistons,117,Seattle SuperSonics,103
1974-11-15,regular_season,Los Angeles Lakers,105,Philadelphia 76ers,99
1974-11-15,regular_season,New Orleans Jazz,95,Washington Bullets,104
1974-11-15,regular_season,Phoenix Suns,95,Chicago Bulls,102
1974-11-16,regular_season,Atlanta Hawks,130,New Orleans Jazz,104
1974-11-16,regular_season,Buffalo Braves,101,Kansas City-Omaha Kings,96
1974-11-16,regular_season,Golden State Warriors,102,Philadelphia 76ers,106
1974-11-16,regular_season,Houston Rockets,118,Detroit Pistons,98
1974-11-16,regular_season,Milwaukee Bucks,89,Cleveland Cavaliers,92
1974-11-16,regular_season,New York Knicks,104,Seattle SuperSonics,94
1974-11-16,regular_season,Portland Trail Blazers,112,Los Angeles Lakers,99
1974-11-16,regular_season,Washington Bullets,109,Boston Celtics,124
1974-11-17,regular_season,Los Angeles Lakers,76,Chicago Bulls,96
1974-11-17,regular_season,New Orleans Jazz,85,Detroit Pistons,99
1974-11-17,regular_season,Phoenix Suns,105,Golden State Warriors,106
1974-11-19,regular_season,Atlanta Hawks,122,Seattle SuperSonics,113
1974-11-19,regular_season,Buffalo Braves,111,Golden State Warriors,106
1974-11-19,regular_season,Houston Rockets,94,Cleveland Cavaliers,85
1974-11-19,regular_season,Kansas City-Omaha Kings,97,Detroit Pistons,87
1974-11-19,regular_season,Milwaukee Bucks,122,Phoenix Suns,108
1974-11-19,regular_season,New York Knicks,86,Washington Bullets,85
1974-11-19,regular_season,Portland Trail Blazers,98,Chicago Bulls,92
1974-11-20,regular_season,Boston Celtics,115,Golden State Warriors,120
1974-11-20,regular_season,Detroit Pistons,106,Phoenix Suns,114
1974-11-20,regular_season,New Orleans Jazz,95,Seattle SuperSonics,99
1974-11-20,regular_season,Philadelphia 76ers,95,New York Knicks,105
1974-11-20,regular_season,Washington Bullets,104,Buffalo Braves,115
1974-11-21,regular_season,Atlanta Hawks,95,New York Knicks,101
1974-11-21,regular_season,Buffalo Braves,99,Philadelphia 76ers,95
1974-11-21,regular_season,Cleveland Cavaliers,106,Golden State Warriors,74
1974-11-21,regular_season,Kansas City-Omaha Kings,96,Milwaukee Bucks,106
1974-11-22,regular_season,Boston Celtics,95,Phoenix Suns,94
1974-11-22,regular_season,Los Angeles Lakers,89,Houston Rockets,83
1974-11-22,regular_season,New Orleans Jazz,90,Atlanta Hawks,86
1974-11-22,regular_season,Portland Trail Blazers,99,Washington Bullets,117
1974-11-22,regular_season,Seattle SuperSonics,89,Chicago Bulls,93
1974-11-23,regular_season,Atlanta Hawks,100,Kansas City-Omaha Kings,103
1974-11-23,regular_season,Buffalo Braves,117,Phoenix Suns,104
1974-11-23,regular_season,Cleveland Cavaliers,121,New Orleans Jazz,100
1974-11-23,regular_season,Detroit Pistons,98,Golden State Warriors,110
1974-11-23,regular_season,New York Knicks,72,Milwaukee Bucks,90
1974-11-23,regular_season,Philadelphia 76ers,98,Boston Celtics,96
1974-11-23,regular_season,Portland Trail Blazers,110,Seattle SuperSonics,117
1974-11-24,regular_season,Chicago Bulls,91,Buffalo Braves,89
1974-11-24,regular_season,Kansas City-Omaha Kings,109,Cleveland Cavaliers,94
1974-11-24,regular_season,Los Angeles Lakers,108,Washington Bullets,111
